TIPOENTIDAD;CODIGOENTIDAD;NOMBREENTIDAD;FECHA CORTE;COD_UCA;NOMBRE_UCA;SUBCUENTA;DESCRIPCION;PERSONA_NATURAL;PERSONA_JURIDICA;TOTAL_TARJETAS
118;4;A TODA HORA S.A.;31/01/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;87,222,920,000
118;4;A TODA HORA S.A.;31/01/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;6,417,080,000
118;4;A TODA HORA S.A.;31/01/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;2,763,253,539,737
118;4;A TODA HORA S.A.;31/01/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;26,763,440,000
118;4;A TODA HORA S.A.;28/02/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;79,424,600,000
118;4;A TODA HORA S.A.;28/02/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;5,386,830,000
118;4;A TODA HORA S.A.;28/02/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;2,657,339,071,019
118;4;A TODA HORA S.A.;28/02/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;21,366,590,000
118;4;A TODA HORA S.A.;31/03/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;89,930,260,000
118;4;A TODA HORA S.A.;31/03/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;5,590,360,000
118;4;A TODA HORA S.A.;31/03/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;2,905,385,897,086
118;4;A TODA HORA S.A.;31/03/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;21,946,280,000
118;4;A TODA HORA S.A.;30/04/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;87,654,630,000
118;4;A TODA HORA S.A.;30/04/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;4,792,170,000
118;4;A TODA HORA S.A.;30/04/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;2,731,086,428,757
118;4;A TODA HORA S.A.;30/04/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;19,959,440,000
118;4;A TODA HORA S.A.;31/05/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;92,954,680,000
118;4;A TODA HORA S.A.;31/05/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;4,449,080,000
118;4;A TODA HORA S.A.;31/05/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;3,140,298,636,596
118;4;A TODA HORA S.A.;31/05/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;20,478,280,000
118;4;A TODA HORA S.A.;30/06/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;83,790,690,000
118;4;A TODA HORA S.A.;30/06/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;4,185,830,000
118;4;A TODA HORA S.A.;30/06/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;3,162,108,610,643
118;4;A TODA HORA S.A.;30/06/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;19,690,280,000
118;4;A TODA HORA S.A.;31/07/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;89,471,030,000
118;4;A TODA HORA S.A.;31/07/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;4,950,300,000
118;4;A TODA HORA S.A.;31/07/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;3,469,399,134,065
118;4;A TODA HORA S.A.;31/07/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;24,499,130,000
118;4;A TODA HORA S.A.;31/08/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;96,079,140,000
118;4;A TODA HORA S.A.;31/08/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;5,959,790,000
118;4;A TODA HORA S.A.;31/08/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;3,074,273,987,360
118;4;A TODA HORA S.A.;31/08/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;25,516,530,000
118;4;A TODA HORA S.A.;30/09/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;98,459,470,000
118;4;A TODA HORA S.A.;30/09/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;4,864,480,000
118;4;A TODA HORA S.A.;30/09/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;2,893,778,828,974
118;4;A TODA HORA S.A.;30/09/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;20,301,900,000
118;4;A TODA HORA S.A.;31/10/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;99,466,050,000
118;4;A TODA HORA S.A.;31/10/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;4,488,100,000
118;4;A TODA HORA S.A.;31/10/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;3,200,161,170,476
118;4;A TODA HORA S.A.;31/10/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;18,485,040,000
118;4;A TODA HORA S.A.;30/11/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;97,557,790,000
118;4;A TODA HORA S.A.;30/11/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;4,906,380,000
118;4;A TODA HORA S.A.;30/11/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;2,895,544,075,896
118;4;A TODA HORA S.A.;30/11/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;20,036,790,000
118;4;A TODA HORA S.A.;31/12/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;95,314,910,000
118;4;A TODA HORA S.A.;31/12/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;6,025,690,000
118;4;A TODA HORA S.A.;31/12/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;4,590,074,122,731
118;4;A TODA HORA S.A.;31/12/2015;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;29,228,150,000
118;4;A TODA HORA S.A.;31/01/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;94,892,880,000
118;4;A TODA HORA S.A.;31/01/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;6,302,850,000
118;4;A TODA HORA S.A.;31/01/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;2,999,803,968,100
118;4;A TODA HORA S.A.;31/01/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;28,381,550,000
118;4;A TODA HORA S.A.;29/02/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;93,449,110,000
118;4;A TODA HORA S.A.;29/02/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;6,000,950,000
118;4;A TODA HORA S.A.;29/02/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;2,856,848,887,845
118;4;A TODA HORA S.A.;29/02/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;24,289,020,000
118;4;A TODA HORA S.A.;31/03/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;103,724,760,000
118;4;A TODA HORA S.A.;31/03/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;5,982,320,000
118;4;A TODA HORA S.A.;31/03/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;3,219,712,982,798
118;4;A TODA HORA S.A.;31/03/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;23,460,940,000
118;4;A TODA HORA S.A.;30/04/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;102,082,550,000
118;4;A TODA HORA S.A.;30/04/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;4,750,020,000
118;4;A TODA HORA S.A.;30/04/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;3,226,433,927,288
118;4;A TODA HORA S.A.;30/04/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;20,810,970,000
118;4;A TODA HORA S.A.;31/05/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;104,221,740,000
118;4;A TODA HORA S.A.;31/05/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;4,993,230,000
118;4;A TODA HORA S.A.;31/05/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;3,100,801,212,873
118;4;A TODA HORA S.A.;31/05/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;20,417,640,000
118;4;A TODA HORA S.A.;30/06/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;99,775,460,000
118;4;A TODA HORA S.A.;30/06/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;5,170,730,000
118;4;A TODA HORA S.A.;30/06/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;3,404,177,247,086
118;4;A TODA HORA S.A.;30/06/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;20,398,220,000
118;4;A TODA HORA S.A.;31/07/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;96,213,060,000
118;4;A TODA HORA S.A.;31/07/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;5,661,520,000
118;4;A TODA HORA S.A.;31/07/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;3,721,543,150,828
118;4;A TODA HORA S.A.;31/07/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;24,413,900,000
118;4;A TODA HORA S.A.;31/08/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;106,534,950,000
118;4;A TODA HORA S.A.;31/08/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;6,261,240,000
118;4;A TODA HORA S.A.;31/08/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;3,113,374,932,823
118;4;A TODA HORA S.A.;31/08/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;24,837,860,000
118;4;A TODA HORA S.A.;30/09/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;101,514,180,000
118;4;A TODA HORA S.A.;30/09/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;5,033,440,000
118;4;A TODA HORA S.A.;30/09/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;3,034,464,424,694
118;4;A TODA HORA S.A.;30/09/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;19,842,700,000
118;4;A TODA HORA S.A.;31/10/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;103,950,540,000
118;4;A TODA HORA S.A.;31/10/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;5,032,600,000
118;4;A TODA HORA S.A.;31/10/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;3,248,411,275,114
118;4;A TODA HORA S.A.;31/10/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;21,551,500,000
118;4;A TODA HORA S.A.;30/11/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;104,247,590,000
118;4;A TODA HORA S.A.;30/11/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;6,172,250,000
118;4;A TODA HORA S.A.;30/11/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;3,057,728,595,436
118;4;A TODA HORA S.A.;30/11/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;26,827,310,000
118;4;A TODA HORA S.A.;31/12/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;98,212,380,000
118;4;A TODA HORA S.A.;31/12/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;7,862,500,000
118;4;A TODA HORA S.A.;31/12/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;4,901,018,102,287
118;4;A TODA HORA S.A.;31/12/2016;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;37,696,720,000
118;4;A TODA HORA S.A.;31/01/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;95,859,320,000
118;4;A TODA HORA S.A.;31/01/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;9,511,160,000
118;4;A TODA HORA S.A.;31/01/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;2,942,566,317,901
118;4;A TODA HORA S.A.;31/01/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;40,584,440,000
118;4;A TODA HORA S.A.;28/02/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;93,204,530,000
118;4;A TODA HORA S.A.;28/02/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;9,950,510,000
118;4;A TODA HORA S.A.;28/02/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;2,960,467,852,510
118;4;A TODA HORA S.A.;28/02/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;34,670,530,000
118;4;A TODA HORA S.A.;31/03/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;107,007,620,000
118;4;A TODA HORA S.A.;31/03/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;9,406,160,000
118;4;A TODA HORA S.A.;31/03/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;3,374,558,685,236
118;4;A TODA HORA S.A.;31/03/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;36,484,460,000
118;4;A TODA HORA S.A.;30/04/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;105,800,840,000
118;4;A TODA HORA S.A.;30/04/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;8,340,090,000
118;4;A TODA HORA S.A.;30/04/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;3,269,110,405,006
118;4;A TODA HORA S.A.;30/04/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;31,831,200,000
118;4;A TODA HORA S.A.;31/05/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;109,157,570,000
118;4;A TODA HORA S.A.;31/05/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;8,062,920,000
118;4;A TODA HORA S.A.;31/05/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;3,127,657,938,792
118;4;A TODA HORA S.A.;31/05/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;31,696,090,000
118;4;A TODA HORA S.A.;30/06/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;97,720,970,000
118;4;A TODA HORA S.A.;30/06/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;7,670,580,000
118;4;A TODA HORA S.A.;30/06/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;3,531,551,190,392
118;4;A TODA HORA S.A.;30/06/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;35,297,030,000
118;4;A TODA HORA S.A.;31/07/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;93,763,190,000
118;4;A TODA HORA S.A.;31/07/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;9,625,770,000
118;4;A TODA HORA S.A.;31/07/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;90;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;3,857,495,860,000
118;4;A TODA HORA S.A.;31/07/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;100;Monto de transacciones por retiros con tarjetas débito de entidades extranjeras;0,000;0,000;44,817,830,000
118;4;A TODA HORA S.A.;31/08/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;40;Monto de transacciones por avances a nivel nacional con tarjeta de crédito;0,000;0,000;106,595,680,000
118;4;A TODA HORA S.A.;31/08/2017;7;ADMINISTRADORAS DE SISTEMAS DE PAGO DE BAJO VALOR;60;Monto de transacciones por avances a nivel nacional con tarjeta de crédito de entidades extranjeras;0,000;0,000;10,280,510,000
