TIPOENTIDAD;CODIGOENTIDAD;NOMBREENTIDAD;FECHA CORTE;COD_UCA;NOMBRE_UCA;SUBCUENTA;DESCRIPCION;PERSONA_NATURAL;PERSONA_JURIDICA;TOTAL_TARJETAS
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/12/2015;1;CREDIBANCO-VISA;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;274,655,416;7,033,738;281,689,154
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/12/2015;2;MASTERCARD;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;45,934,520,351.24;26,503,111;45,961,023,462.24
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/12/2015;2;MASTERCARD;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;30,837,773,994.98;3,020,000;30,840,793,994.98
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/12/2015;2;MASTERCARD;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;9,601,149,999.45;59,335,034.49;9,660,485,033.94
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/12/2015;2;MASTERCARD;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;124,158,570.83;0,000;124,158,570.83
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/12/2015;5;OTRAS TARJETAS DE CREDITO;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;2,535,842,796;0,000;2,535,842,796
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/12/2015;6;TARJETA DEBITO;35;Monto de transacciones por compras con tarjetas débito;0,000;0,000;392,899,880,003
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/12/2015;6;TARJETA DEBITO;40;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;2,314,046,147,865
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/01/2016;1;CREDIBANCO-VISA;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;97,739,465,576;5,685,894,199;103,425,359,775
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/01/2016;1;CREDIBANCO-VISA;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;44,653,728,464;811,866,866;45,465,595,330
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/01/2016;1;CREDIBANCO-VISA;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;22,461,235,191;2,013,212,021;24,474,447,212
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/01/2016;1;CREDIBANCO-VISA;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;254,963,166;2,929,250;257,892,416
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/01/2016;2;MASTERCARD;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;34,394,990,927.28;13,700,705;34,408,691,632.28
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/01/2016;2;MASTERCARD;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;30,583,013,678.89;1,260,000;30,584,273,678.89
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/01/2016;2;MASTERCARD;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;8,778,759,373.43;5,710,661.97;8,784,470,035.4
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/01/2016;2;MASTERCARD;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;105,135,526.43;0,000;105,135,526.43
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/01/2016;5;OTRAS TARJETAS DE CREDITO;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;2,144,700,440;0,000;2,144,700,440
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/01/2016;6;TARJETA DEBITO;35;Monto de transacciones por compras con tarjetas débito;0,000;0,000;242,447,900,816
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/01/2016;6;TARJETA DEBITO;40;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;1,409,088,583,024
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;29/02/2016;1;CREDIBANCO-VISA;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;105,365,878,719;7,142,742,339;112,508,621,058
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;29/02/2016;1;CREDIBANCO-VISA;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;46,191,017,404;1,142,274,128;47,333,291,532
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;29/02/2016;1;CREDIBANCO-VISA;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;19,113,431,700;2,360,293,047;21,473,724,747
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;29/02/2016;1;CREDIBANCO-VISA;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;220,637,581;15,035,042;235,672,623
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;29/02/2016;2;MASTERCARD;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;32,657,255,791.12;13,184,970;32,670,440,761.12
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;29/02/2016;2;MASTERCARD;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;29,946,482,541.57;100,000;29,946,582,541.57
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;29/02/2016;2;MASTERCARD;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;6,960,531,397.39;2,556,371.71;6,963,087,769.1
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;29/02/2016;2;MASTERCARD;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;107,321,402.25;0,000;107,321,402.25
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;29/02/2016;5;OTRAS TARJETAS DE CREDITO;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;2,919,652,744;0,000;2,919,652,744
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;29/02/2016;6;TARJETA DEBITO;35;Monto de transacciones por compras con tarjetas débito;0,000;0,000;250,553,385,871
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;29/02/2016;6;TARJETA DEBITO;40;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;1,597,515,300,589
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/03/2016;1;CREDIBANCO-VISA;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;103,200,681,338;6,592,047,894;109,792,729,232
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/03/2016;1;CREDIBANCO-VISA;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;47,769,170,941;1,214,416,101;48,983,587,042
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/03/2016;1;CREDIBANCO-VISA;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;23,252,608,009;2,525,414,876;25,778,022,885
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/03/2016;1;CREDIBANCO-VISA;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;265,551,027;16,332,610;281,883,637
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/03/2016;2;MASTERCARD;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;34,424,673,160.16;4,357,660;34,429,030,820.16
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/03/2016;2;MASTERCARD;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;31,968,308,547.89;300,000;31,968,608,547.89
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/03/2016;2;MASTERCARD;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;8,935,547,168.69;1,894,909;8,937,442,077.69
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/03/2016;2;MASTERCARD;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;121,778,807.7;0,000;121,778,807.7
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/03/2016;5;OTRAS TARJETAS DE CREDITO;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;2,878,647,236;0,000;2,878,647,236
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/03/2016;6;TARJETA DEBITO;35;Monto de transacciones por compras con tarjetas débito;0,000;0,000;236,438,940,912
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/03/2016;6;TARJETA DEBITO;40;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;1,691,147,039,833
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/04/2016;1;CREDIBANCO-VISA;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;100,157,608,124;7,051,133,780;107,208,741,904
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/04/2016;1;CREDIBANCO-VISA;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;52,336,964,345;1,340,477,782;53,677,442,127
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/04/2016;1;CREDIBANCO-VISA;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;21,602,567,042;2,516,871,466;24,119,438,508
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/04/2016;1;CREDIBANCO-VISA;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;274,809,991;2,479,960;277,289,951
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/04/2016;2;MASTERCARD;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;33,116,906,241;12,287,998;33,129,194,239
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/04/2016;2;MASTERCARD;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;29,853,355,436;300,000;29,853,655,436
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/04/2016;2;MASTERCARD;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;7,938,092,465;2,315,624;7,940,408,089
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/04/2016;2;MASTERCARD;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;110,229,511;0,000;110,229,511
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/04/2016;5;OTRAS TARJETAS DE CREDITO;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;2,655,718,358;0,000;2,655,718,358
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/04/2016;6;TARJETA DEBITO;35;Monto de transacciones por compras con tarjetas débito;0,000;0,000;222,801,787,637
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/04/2016;6;TARJETA DEBITO;40;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;1,517,117,514,429
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/05/2016;1;CREDIBANCO-VISA;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;117,539,146,404;8,266,810,537;125,805,956,941
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/05/2016;1;CREDIBANCO-VISA;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;50,363,565,607;1,211,859,082;51,575,424,689
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/05/2016;1;CREDIBANCO-VISA;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;26,300,822,085;3,081,587,174;29,382,409,259
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/05/2016;1;CREDIBANCO-VISA;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;311,119,673;8,179,387;319,299,060
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/05/2016;2;MASTERCARD;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;38,525,971,865;17,698,094;38,543,669,959
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/05/2016;2;MASTERCARD;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;29,552,110,165;2,000,000;29,554,110,165
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/05/2016;2;MASTERCARD;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;9,737,066,344;4,188,912;9,741,255,256
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/05/2016;2;MASTERCARD;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;153,868,593;0,000;153,868,593
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/05/2016;5;OTRAS TARJETAS DE CREDITO;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;2,929,411,569;0,000;2,929,411,569
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/05/2016;6;TARJETA DEBITO;35;Monto de transacciones por compras con tarjetas débito;0,000;0,000;277,009,014,549
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/05/2016;6;TARJETA DEBITO;40;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;1,719,896,149,777
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/06/2016;1;CREDIBANCO-VISA;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;116,433,248,783;7,937,476,077;124,370,724,860
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/06/2016;1;CREDIBANCO-VISA;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;50,354,388,762;1,186,320,902;51,540,709,664
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/06/2016;1;CREDIBANCO-VISA;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;29,392,350,036;3,231,226,088;32,623,576,124
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/06/2016;1;CREDIBANCO-VISA;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;292,413,552;16,366,634;308,780,186
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/06/2016;2;MASTERCARD;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;39,807,766,902.59;2,095,050;39,809,861,952.59
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/06/2016;2;MASTERCARD;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;35,671,746,417.5;2,380,000;35,674,126,417.5
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/06/2016;2;MASTERCARD;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;10,728,897,704.69;8,272,146.18;10,737,169,850.87
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/06/2016;2;MASTERCARD;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;132,713,693.63;0,000;132,713,693.63
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/06/2016;5;OTRAS TARJETAS DE CREDITO;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;2,742,334,422;0,000;2,742,334,422
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/06/2016;6;TARJETA DEBITO;35;Monto de transacciones por compras con tarjetas débito;0,000;0,000;272,188,933,461
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/06/2016;6;TARJETA DEBITO;40;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;1,745,784,726,853
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/07/2016;1;CREDIBANCO-VISA;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;105,184,596,321;7,719,788,978;112,904,385,299
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/07/2016;1;CREDIBANCO-VISA;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;43,446,655,730;1,072,694,562;44,519,350,292
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/07/2016;1;CREDIBANCO-VISA;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;29,637,974,568;2,861,101,767;32,499,076,335
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/07/2016;1;CREDIBANCO-VISA;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;296,486,504;4,802,759;301,289,263
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/07/2016;2;MASTERCARD;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;34,839,819,602;2,489,368;34,842,308,970
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/07/2016;2;MASTERCARD;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;25,243,660,379;100,000;25,243,760,379
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/07/2016;2;MASTERCARD;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;12,605,851,180;5,858;12,605,857,038
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/07/2016;2;MASTERCARD;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;155,573,159;0,000;155,573,159
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/07/2016;5;OTRAS TARJETAS DE CREDITO;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;2,760,069,183;0,000;2,760,069,183
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/07/2016;6;TARJETA DEBITO;35;Monto de transacciones por compras con tarjetas débito;0,000;0,000;278,126,328,815
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/07/2016;6;TARJETA DEBITO;40;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;1,807,855,949,042
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/08/2016;1;CREDIBANCO-VISA;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;121,707,091,910;9,897,185,792;131,604,277,702
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/08/2016;1;CREDIBANCO-VISA;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;52,786,993,018;1,289,825,165;54,076,818,183
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/08/2016;1;CREDIBANCO-VISA;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;28,225,905,627;2,843,923,409;31,069,829,036
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/08/2016;1;CREDIBANCO-VISA;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;276,408,283;7,707,865;284,116,148
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/08/2016;2;MASTERCARD;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;38,570,740,958.65;1,754,600;38,572,495,558.65
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/08/2016;2;MASTERCARD;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;35,699,773,646.04;2,000,000;35,701,773,646.04
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/08/2016;2;MASTERCARD;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;9,626,960,093;5,731,743;9,632,691,836
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/08/2016;2;MASTERCARD;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;120,611,106;0,000;120,611,106
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/08/2016;5;OTRAS TARJETAS DE CREDITO;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;2,919,335,492;0,000;2,919,335,492
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/08/2016;6;TARJETA DEBITO;35;Monto de transacciones por compras con tarjetas débito;0,000;0,000;284,202,085,768
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/08/2016;6;TARJETA DEBITO;40;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;1,756,817,591,352
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/09/2016;1;CREDIBANCO-VISA;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;112,012,709,058;10,204,967,259;122,217,676,317
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/09/2016;1;CREDIBANCO-VISA;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;52,797,891,442;1,256,181,293;54,054,072,735
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/09/2016;1;CREDIBANCO-VISA;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;25,895,538,496;2,989,416,032;28,884,954,528
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/09/2016;1;CREDIBANCO-VISA;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;253,220,030;11,323,793;264,543,823
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/09/2016;2;MASTERCARD;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;37,276,018,765.31;1,845,038;37,277,863,803.31
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/09/2016;2;MASTERCARD;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;36,471,454,713.6;2,000,000;36,473,454,713.6
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/09/2016;2;MASTERCARD;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;9,330,954,848;3,824,595;9,334,779,443
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/09/2016;2;MASTERCARD;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;115,816,686;0,000;115,816,686
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/09/2016;5;OTRAS TARJETAS DE CREDITO;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;2,883,710,649;0,000;2,883,710,649
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/09/2016;6;TARJETA DEBITO;35;Monto de transacciones por compras con tarjetas débito;0,000;0,000;248,572,143,207
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;30/09/2016;6;TARJETA DEBITO;40;Monto de transacciones por retiros con tarjetas débito;0,000;0,000;1,567,832,902,339
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/10/2016;1;CREDIBANCO-VISA;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;116,977,585,869;9,642,541,548;126,620,127,417
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/10/2016;1;CREDIBANCO-VISA;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;53,870,711,047;1,259,971,301;55,130,682,348
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/10/2016;1;CREDIBANCO-VISA;55;Monto de las transacciones por compras en el exterior con tarjeta de crédito;29,202,927,185;3,233,843,054;32,436,770,239
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/10/2016;1;CREDIBANCO-VISA;60;Monto de las transacciones por avances en el exterior con tarjeta de crédito;315,712,526;32,646,800;348,359,326
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/10/2016;2;MASTERCARD;45;Monto de las transacciones por compras con tarjeta de crédito a nivel nacional;39,237,187,255.25;5,172,493;39,242,359,748.25
1;13;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA;31/10/2016;2;MASTERCARD;50;Monto de las transacciones por avances con tarjeta de crédito a nivel nacional;35,942,327,969;2,100,000;35,944,427,969
